"","Con1","Con2","Con3","Ko1","Ko2","Ko3"
"ENSMUSG00000055850",1805,8223,23501,1345,6211,8020
"ENSMUSG00000073002",52,154,373,44,256,236
"ENSMUSG00000050732",2023,9803,21976,1624,8069,8615
"ENSMUSG00000053460",739,3800,8003,532,2836,4062
"ENSMUSG00000053907",996,4396,10795,483,3410,3687
"ENSMUSG00000108591",69,272,689,82,271,354
"ENSMUSG00000081979",0,0,0,0,0,0
"ENSMUSG00000082781",0,0,0,0,0,0
"ENSMUSG00000029844",0,0,22,0,0,4
"ENSMUSG00000087658",7,19,22,1,4,16
"ENSMUSG00002076637",0,0,0,0,0,0
"ENSMUSG00002075344",0,0,0,0,0,0
"ENSMUSG00002074924",0,0,0,0,0,0
"ENSMUSG00002075580",3,6,8,0,4,15
"ENSMUSG00000014704",2,0,40,0,11,24
"ENSMUSG00000101298",0,0,0,0,0,0
"ENSMUSG00000056445",0,4,10,0,0,2
"ENSMUSG00000079560",0,50,48,0,18,28
"ENSMUSG00000087626",0,5,20,0,0,6
"ENSMUSG00000085696",0,0,8,2,0,9
"ENSMUSG00000101451",0,0,0,0,0,0
"ENSMUSG00000005503",0,0,0,0,0,0
"ENSMUSG00000059159",56,228,562,16,152,158
"ENSMUSG00000084282",0,0,0,0,0,0
"ENSMUSG00000107679",0,0,0,0,0,0
"ENSMUSG00000108147",0,0,0,0,0,0
"ENSMUSG00000030228",16,91,275,48,225,240
"ENSMUSG00000103951",0,0,0,0,0,0
"ENSMUSG00000107870",0,0,0,0,0,0
"ENSMUSG00000107601",0,0,0,0,0,0
"ENSMUSG00000106955",0,0,0,0,0,0
"ENSMUSG00000106945",0,0,0,0,0,0
"ENSMUSG00000106779",0,0,0,0,0,0
"ENSMUSG00000107184",0,0,0,0,0,0
"ENSMUSG00000107017",2,2,4,0,4,0
"ENSMUSG00000107222",0,0,0,0,0,0
"ENSMUSG00000107215",4,1,28,0,0,0
"ENSMUSG00000047735",274,1614,5257,248,2048,2338
"ENSMUSG00000044156",3570,12905,36145,2082,10013,17154
"ENSMUSG00000001376",504,1936,6204,287,1888,3272
"ENSMUSG00000107094",0,0,0,0,0,0
"ENSMUSG00000023964",5,0,2,0,13,7
"ENSMUSG00000076357",0,0,0,0,0,0
"ENSMUSG00000070107",0,0,0,0,0,0
"ENSMUSG00000108091",0,0,0,0,0,0
"ENSMUSG00000029664",404,2238,2903,192,997,1392
"ENSMUSG00000029663",0,0,0,0,0,0
"ENSMUSG00000032766",374,1608,2874,174,964,1126
"ENSMUSG00000107681",0,0,0,0,0,0
"ENSMUSG00000032757",1310,4569,10690,480,2312,3467
"ENSMUSG00000108139",0,0,0,0,0,0
"ENSMUSG00000107510",0,0,0,0,0,0
"ENSMUSG00000098779",0,0,0,0,0,0
"ENSMUSG00000107564",0,0,0,0,0,1
"ENSMUSG00000108014",0,0,2,0,0,1
"ENSMUSG00002075587",0,0,0,0,0,0
"ENSMUSG00000107450",0,0,0,0,0,0
"ENSMUSG00000102946",0,0,0,0,0,0
"ENSMUSG00000107603",0,0,0,0,0,0
"ENSMUSG00000107828",0,0,0,0,0,0
"ENSMUSG00000097513",0,12,10,4,10,6
"ENSMUSG00000015189",406,1659,4426,368,1630,2999
"ENSMUSG00000107932",1,2,10,0,3,0
"ENSMUSG00000004631",313,1450,2213,226,842,956
"ENSMUSG00000092035",140,594,1368,86,456,728
"ENSMUSG00000107977",0,0,0,0,0,0
"ENSMUSG00000093570",0,0,0,0,0,0
"ENSMUSG00000097630",0,0,0,0,0,0
"ENSMUSG00000083041",0,0,2,0,4,4
"ENSMUSG00000032827",216,892,2829,270,1106,2185
"ENSMUSG00000097385",0,4,4,0,2,0
"ENSMUSG00000097464",6,2,10,0,6,4
"ENSMUSG00000097396",0,0,0,0,0,0
"ENSMUSG00000002588",0,0,12,0,0,0
"ENSMUSG00000107881",480,1530,4816,428,1512,2996
"ENSMUSG00000029759",268,1507,3517,270,1459,2093
"ENSMUSG00000032667",538,2221,5558,780,3037,4167
"ENSMUSG00000107668",0,0,0,0,0,0
"ENSMUSG00000042607",194,842,1122,48,352,538
"ENSMUSG00000019577",440,1877,4331,238,1277,2455
"ENSMUSG00000029757",119,458,1344,68,420,728
"ENSMUSG00000085416",0,0,0,0,0,0
"ENSMUSG00000097669",0,0,0,0,0,0
"ENSMUSG00000097175",0,0,0,0,0,0
"ENSMUSG00000097900",0,2,11,0,1,0
"ENSMUSG00000093658",0,0,0,0,0,0
"ENSMUSG00000093380",0,0,0,0,0,0
"ENSMUSG00000042541",1087,4164,9960,628,3209,3304
"ENSMUSG00000093675",0,0,0,0,0,0
"ENSMUSG00000093581",0,0,0,0,0,0
"ENSMUSG00000093651",14,16,48,2,30,42
"ENSMUSG00002075275",0,0,0,0,0,0
"ENSMUSG00002075212",0,0,0,0,0,0
"ENSMUSG00000107967",0,0,0,0,0,0
"ENSMUSG00000094868",0,0,0,0,0,0
"ENSMUSG00002075665",0,0,0,0,0,0
"ENSMUSG00002076380",0,0,0,0,0,0
"ENSMUSG00000097356",0,0,0,0,0,0
"ENSMUSG00000042505",80,393,930,46,316,428
"ENSMUSG00000098421",0,0,0,0,0,0
"ENSMUSG00000099178",0,0,0,0,0,0
"ENSMUSG00000098501",0,0,0,0,0,0
"ENSMUSG00000107517",0,0,0,0,0,0
"ENSMUSG00000107493",0,0,0,0,0,0
"ENSMUSG00000061762",50,238,404,38,142,82
"ENSMUSG00000099182",0,0,0,0,0,0
"ENSMUSG00000029752",5407,26017,65238,4516,22234,29506
"ENSMUSG00000107394",0,0,0,0,0,0
"ENSMUSG00000107844",0,0,0,0,0,0
"ENSMUSG00000042460",1424,5768,17936,1362,5794,11641
"ENSMUSG00000107549",0,0,0,0,0,0
"ENSMUSG00000107763",0,0,10,0,0,0
"ENSMUSG00002075238",0,0,0,0,0,0
"ENSMUSG00000096403",74,359,1237,65,379,569
"ENSMUSG00000042447",316,1212,3255,340,1231,1905
"ENSMUSG00000012483",173,588,1311,74,382,405
"ENSMUSG00000089862",244,1046,3306,200,923,1528
"ENSMUSG00000107705",0,0,0,0,0,0
"ENSMUSG00000089890",2,0,0,0,0,0
"ENSMUSG00000089735",0,4,0,0,0,0
"ENSMUSG00000090151",0,0,0,0,0,0
"ENSMUSG00002075015",0,0,0,0,0,0
"ENSMUSG00000077250",0,0,0,0,0,0
"ENSMUSG00000029638",2,42,110,7,58,161
"ENSMUSG00000107724",0,0,0,0,0,0
"ENSMUSG00000062995",2023,8998,26294,1495,7478,9342
"ENSMUSG00000046178",116,490,1276,60,349,724
"ENSMUSG00000107851",0,0,0,0,0,0
"ENSMUSG00000107459",0,0,0,0,0,0
"ENSMUSG00000107762",0,0,0,0,0,0
"ENSMUSG00000108222",0,0,0,0,0,0
"ENSMUSG00000108249",0,0,0,0,0,0
"ENSMUSG00000118743",0,0,0,0,0,0
"ENSMUSG00002075268",0,0,0,0,0,0
"ENSMUSG00000071337",272,1067,2705,144,511,782
"ENSMUSG00000107539",0,0,0,0,0,0
"ENSMUSG00000046679",146,1106,2982,284,1101,1394
"ENSMUSG00000085589",9,14,64,3,25,32
"ENSMUSG00000107876",0,0,4,0,0,0
"ENSMUSG00000101210",4,0,2,8,0,2
"ENSMUSG00000100174",0,0,0,0,0,0
"ENSMUSG00000051695",4583,22175,58862,3951,22280,25861
"ENSMUSG00002075168",0,0,0,0,0,0
"ENSMUSG00000108059",0,0,6,0,0,0
"ENSMUSG00000033508",4,28,115,6,42,24
"ENSMUSG00000001156",200,1080,3292,252,1062,1538
"ENSMUSG00000108291",24,0,20,0,6,0
"ENSMUSG00000001158",641,3264,6293,406,2136,2043
"ENSMUSG00000108197",0,0,6,0,3,0
"ENSMUSG00000001157",220,732,2283,146,735,937
"ENSMUSG00000107961",4,1,55,4,17,31
"ENSMUSG00000029994",1845,9395,27994,1792,9625,13072
"ENSMUSG00000100164",85,386,1137,123,502,594
"ENSMUSG00000108216",0,0,0,0,0,0
"ENSMUSG00000108152",4,0,0,0,0,0
"ENSMUSG00000068328",803,4679,10152,629,3633,3531
"ENSMUSG00000039742",0,0,0,0,0,0
"ENSMUSG00000090692",0,0,0,0,0,0
"ENSMUSG00000029767",1171,4577,11235,619,4137,5215
"ENSMUSG00000058831",4,2,4,0,12,0
"ENSMUSG00002076777",0,0,0,0,0,0
"ENSMUSG00002075963",0,0,0,0,0,0
"ENSMUSG00000068699",150,303,516,40,356,409
"ENSMUSG00000029769",149,665,2242,128,695,1105
"ENSMUSG00000033933",394,1946,4513,382,1630,2684
"ENSMUSG00000097671",0,0,0,0,0,0
"ENSMUSG00000060477",140,560,1498,210,1002,1093
"ENSMUSG00000107723",0,0,0,0,0,0
"ENSMUSG00000107846",0,0,0,0,0,0
"ENSMUSG00000108024",0,2,0,0,0,0
"ENSMUSG00000056952",500,2423,6374,437,2539,3256
"ENSMUSG00000106581",0,0,0,0,0,0
"ENSMUSG00000097994",60,206,571,60,171,142
"ENSMUSG00000064177",34,154,150,5,9,33
"ENSMUSG00000108154",0,4,0,0,3,0
"ENSMUSG00000108137",2,6,10,2,1,0
"ENSMUSG00000030298",2593,12576,30028,1650,7535,8898
"ENSMUSG00000030302",220,946,4392,160,905,1875
"ENSMUSG00000108297",1,0,10,0,0,0
"ENSMUSG00000087053",0,0,0,0,0,0
"ENSMUSG00000087083",0,4,12,0,0,0
"ENSMUSG00000107540",0,0,0,0,0,0
"ENSMUSG00000107474",0,0,0,0,0,0
"ENSMUSG00000108186",0,0,0,0,0,0
"ENSMUSG00000076548",0,0,0,0,0,0
"ENSMUSG00000076549",0,0,0,2,0,0
"ENSMUSG00000104697",0,0,0,0,0,0
"ENSMUSG00000088675",0,0,0,0,0,0
"ENSMUSG00000106222",0,0,0,0,0,0
"ENSMUSG00000105110",0,0,0,0,0,0
"ENSMUSG00000105883",0,0,0,0,0,0
"ENSMUSG00000105747",0,0,0,0,0,0
"ENSMUSG00000038203",2,0,0,0,0,2
"ENSMUSG00000087441",0,0,0,0,0,0
"ENSMUSG00000056215",50,323,960,28,247,489
"ENSMUSG00000087356",0,1,9,0,3,1
"ENSMUSG00000018999",861,3547,10378,700,3653,5997
"ENSMUSG00000087613",0,3,8,0,0,10
"ENSMUSG00000001642",1493,7730,16591,1090,6108,6746
"ENSMUSG00000096086",0,0,0,0,0,0
"ENSMUSG00000107508",0,0,0,0,0,0
"ENSMUSG00000049093",4,0,0,0,0,0
"ENSMUSG00000105650",0,0,0,0,0,0
"ENSMUSG00000051397",0,0,28,0,40,8
"ENSMUSG00000076501",0,0,0,0,0,0
"ENSMUSG00000104819",0,0,0,0,0,0
"ENSMUSG00000104931",0,0,0,0,0,0
"ENSMUSG00000096336",0,0,28,0,122,0
"ENSMUSG00000030330",0,2,46,0,5,3
"ENSMUSG00000108037",0,3,6,0,2,6
"ENSMUSG00000072770",16,90,171,3,14,18
"ENSMUSG00000067714",0,3,14,2,2,6
"ENSMUSG00000107761",6,0,0,0,4,9
"ENSMUSG00000098762",0,0,0,0,0,0
"ENSMUSG00000088208",0,0,3,0,0,0
"ENSMUSG00000107800",0,0,0,0,0,0
"ENSMUSG00000037827",146,705,2504,218,830,1294
"ENSMUSG00000107831",0,0,0,0,0,0
"ENSMUSG00000030363",0,0,0,0,0,0
"ENSMUSG00000107425",0,0,0,0,0,0
"ENSMUSG00000030364",0,0,0,0,0,0
"ENSMUSG00000107495",6,6,21,0,0,22
"ENSMUSG00000079299",0,0,0,0,0,0
"ENSMUSG00000030361",0,0,0,0,0,0
"ENSMUSG00000046733",98,720,1660,142,1617,850
"ENSMUSG00000030205",0,0,0,0,0,0
"ENSMUSG00000108191",0,0,0,0,0,0
"ENSMUSG00000042770",44,244,342,60,310,166
"ENSMUSG00000088372",0,0,0,0,0,0
"ENSMUSG00000108248",0,0,0,0,0,0
"ENSMUSG00000108239",2,2,4,1,2,17
"ENSMUSG00000030207",542,2795,7957,562,2964,5061
"ENSMUSG00000030206",0,0,0,0,0,0
"ENSMUSG00000119940",0,0,0,0,0,0
"ENSMUSG00000047104",0,0,0,0,11,0
"ENSMUSG00000108179",0,0,0,0,0,0
"ENSMUSG00000107768",0,0,0,0,0,2
"ENSMUSG00000082691",173,1059,2268,258,812,1096
"ENSMUSG00000030208",370,1194,2986,218,1890,2104
"ENSMUSG00000065187",0,0,0,0,0,0
"ENSMUSG00000107866",0,0,0,0,0,0
"ENSMUSG00000030325",0,0,0,0,0,4
"ENSMUSG00000107872",0,0,0,0,0,0
"ENSMUSG00000079298",0,4,10,2,0,4
"ENSMUSG00000107946",2,75,339,12,123,85
"ENSMUSG00000108095",4,26,34,4,9,0
"ENSMUSG00000090164",0,0,3,0,6,0
"ENSMUSG00000107633",0,0,0,0,0,0
"ENSMUSG00000107733",0,0,0,0,0,0
"ENSMUSG00000030365",0,4,2,0,14,0
"ENSMUSG00000120116",0,0,0,0,0,0
"ENSMUSG00000107909",0,8,60,2,10,22
"ENSMUSG00000120028",2,0,0,0,6,0
"ENSMUSG00000120270",0,0,0,0,0,0
"ENSMUSG00000120271",0,2,19,4,0,3
"ENSMUSG00000107732",0,0,0,0,0,0
"ENSMUSG00000107773",0,0,0,0,0,0
"ENSMUSG00000086021",0,4,16,12,6,7
"ENSMUSG00000120453",0,0,0,0,0,0
"ENSMUSG00000120454",0,0,6,0,0,0
"ENSMUSG00000120498",0,0,0,0,0,0
"ENSMUSG00000086126",0,0,0,0,0,0
"ENSMUSG00000120520",0,6,18,0,0,6
"ENSMUSG00000119951",0,0,0,0,0,0
"ENSMUSG00000120571",0,6,0,0,5,0
"ENSMUSG00000120614",0,0,0,0,0,0
"ENSMUSG00000108084",0,2,0,0,0,0
"ENSMUSG00000096299",10,25,131,4,11,45
"ENSMUSG00000120647",0,0,0,0,0,0
"ENSMUSG00000120648",0,4,5,0,0,0
"ENSMUSG00000107476",306,1403,3649,200,1046,1924
"ENSMUSG00000120672",0,0,0,0,0,0
"ENSMUSG00000054488",0,0,0,0,0,0
"ENSMUSG00000085470",0,0,0,0,0,0
"ENSMUSG00000120046",77,327,637,69,260,291
"ENSMUSG00000120732",309,1267,3186,356,1774,1730
"ENSMUSG00000044471",21,58,140,16,74,102
"ENSMUSG00000120745",0,0,0,0,0,0
"ENSMUSG00000120276",12,43,64,8,19,14
"ENSMUSG00000101553",0,0,0,0,0,0
"ENSMUSG00000120764",0,0,0,0,0,0
"ENSMUSG00000073154",0,0,6,0,0,0
"ENSMUSG00000120822",0,0,0,0,0,0
"ENSMUSG00000120845",0,0,0,0,0,0
"ENSMUSG00000112144",0,0,0,0,0,0
"ENSMUSG00000054556",4,10,34,0,0,0
"ENSMUSG00000120052",0,2,16,6,7,14
"ENSMUSG00000119973",2,7,2,1,6,12
"ENSMUSG00000120876",0,4,8,0,0,0
"ENSMUSG00000097675",8,26,48,4,18,22
"ENSMUSG00000108289",0,0,0,2,0,0
"ENSMUSG00000120580",0,0,4,0,0,0
"ENSMUSG00000073144",8,12,61,13,40,40
"ENSMUSG00000092090",66,348,939,47,153,166
"ENSMUSG00000120919",0,10,26,0,0,9
"ENSMUSG00000108129",8,8,84,2,10,32
"ENSMUSG00000056771",0,10,48,4,22,14
"ENSMUSG00000059659",39,161,191,11,50,79
"ENSMUSG00000097462",2,42,82,14,16,44
"ENSMUSG00000120192",0,0,0,0,0,0
"ENSMUSG00000120307",0,0,0,0,0,0
"ENSMUSG00000120456",24,87,341,26,145,125
"ENSMUSG00000090192",0,0,17,0,0,0
"ENSMUSG00000120960",0,0,0,0,0,0
"ENSMUSG00000093482",0,0,0,0,0,0
"ENSMUSG00000107736",0,9,12,2,19,13
"ENSMUSG00000107799",0,0,0,0,0,0
"ENSMUSG00000120976",2,15,18,4,10,4
"ENSMUSG00000045709",0,0,0,0,0,0
"ENSMUSG00000121002",0,2,0,0,0,0
"ENSMUSG00000087231",12,57,161,8,20,36
"ENSMUSG00000121008",0,0,2,0,0,2
"ENSMUSG00000121011",0,0,0,0,0,0
"ENSMUSG00000108276",0,0,0,0,2,0
"ENSMUSG00000056468",0,0,8,0,4,1
"ENSMUSG00000085012",3,13,39,2,7,1
"ENSMUSG00000121036",4,2,12,0,2,2
"ENSMUSG00000107230",0,25,83,0,10,26
"ENSMUSG00000090063",2,0,0,0,0,0
"ENSMUSG00000100680",54,260,842,40,360,378
"ENSMUSG00000121058",0,0,0,0,0,0
"ENSMUSG00000107516",0,0,0,0,0,0
"ENSMUSG00000121078",0,0,0,0,0,0
"ENSMUSG00000121085",0,0,0,0,0,0
"ENSMUSG00000086212",43,195,527,16,136,198
"ENSMUSG00000121098",0,0,0,0,0,0
"ENSMUSG00000120618",0,0,0,0,0,0
"ENSMUSG00000101162",0,0,8,0,0,0
"ENSMUSG00000086763",4,14,16,2,2,6
"ENSMUSG00000044867",0,0,4,0,3,0
"ENSMUSG00000121125",10,54,68,16,40,34
"ENSMUSG00000098318",13,25,65,1,29,42
"ENSMUSG00000085067",0,0,0,0,0,0
"ENSMUSG00000121138",0,0,0,0,0,0
"ENSMUSG00000107785",0,12,6,0,6,10
"ENSMUSG00000106734",78,493,991,39,321,284
"ENSMUSG00000109556",0,0,12,0,0,0
"ENSMUSG00000107402",6,52,151,16,29,48
"ENSMUSG00000085776",22,95,262,12,82,84
"ENSMUSG00000107689",0,21,42,0,10,8
"ENSMUSG00000121153",0,0,0,2,2,6
"ENSMUSG00000063171",776,4228,12168,1052,4480,5468
"ENSMUSG00000121157",0,0,0,0,0,0
"ENSMUSG00000085412",0,2,49,0,0,0
"ENSMUSG00000121161",0,0,0,0,0,0
"ENSMUSG00000086863",0,0,2,0,0,2
"ENSMUSG00000097616",28,293,460,22,169,165
"ENSMUSG00000120743",0,0,16,0,0,0
"ENSMUSG00000086429",265,747,1386,144,440,639
"ENSMUSG00000097048",96,511,1175,77,289,319
"ENSMUSG00000121190",0,0,0,0,0,2
"ENSMUSG00000121037",0,0,0,0,0,0
"ENSMUSG00000121193",0,0,0,0,0,10
"ENSMUSG00000120430",0,0,0,0,0,0
"ENSMUSG00000121179",50,150,608,34,180,134
"ENSMUSG00000120675",46,321,516,59,228,174
"ENSMUSG00000121202",0,0,4,0,0,0
"ENSMUSG00000085171",0,0,0,0,0,6
"ENSMUSG00000121205",0,0,0,0,0,0
"ENSMUSG00000101655",84,338,793,55,319,367
"ENSMUSG00000121030",0,0,0,0,0,0
"ENSMUSG00000105646",0,0,7,0,0,2
"ENSMUSG00000121097",0,22,12,0,10,8
"ENSMUSG00000085786",0,0,8,9,1,2
"ENSMUSG00000087305",56,134,531,50,244,345
"ENSMUSG00000121048",0,0,0,0,0,2
"ENSMUSG00000106874",408,2112,4203,460,3612,3090
"ENSMUSG00000097166",10,19,82,0,12,39
"ENSMUSG00000097635",8,22,45,6,46,33
"ENSMUSG00000097354",37,104,312,8,160,71
"ENSMUSG00000120319",0,0,0,0,0,0
"ENSMUSG00000087380",167,910,1922,82,534,738
"ENSMUSG00000121218",0,0,0,0,0,1
"ENSMUSG00000047720",0,0,0,0,0,0
"ENSMUSG00000053063",10,0,16,6,50,10
"ENSMUSG00000030158",6,28,30,0,0,14
"ENSMUSG00000030159",6,4,0,0,30,2
"ENSMUSG00000046080",4,0,14,2,0,20
"ENSMUSG00000107792",0,0,4,0,0,0
"ENSMUSG00000033082",26,52,60,14,24,76
"ENSMUSG00000079293",32,84,186,94,316,110
"ENSMUSG00000089997",0,8,9,0,5,6
"ENSMUSG00000108079",24,146,229,33,56,115
"ENSMUSG00000068263",8,124,208,11,87,128
"ENSMUSG00000068262",334,2236,4494,408,1866,2242
"ENSMUSG00000107849",0,0,0,0,0,0
"ENSMUSG00000030054",0,0,18,0,0,4
"ENSMUSG00000030055",18,92,229,24,124,208
"ENSMUSG00000107928",0,0,0,0,0,11
"ENSMUSG00000108064",0,0,0,0,0,0
"ENSMUSG00000108120",0,0,14,8,0,10
"ENSMUSG00000030056",250,1014,2707,175,923,1091
"ENSMUSG00000108042",0,4,4,0,6,0
"ENSMUSG00000030057",3926,16510,41627,3452,18912,22785
"ENSMUSG00000107798",4,0,16,0,4,3
"ENSMUSG00000030058",4266,20165,65073,3690,18590,29069
"ENSMUSG00000097763",0,5,5,1,2,3
"ENSMUSG00000030060",647,3787,9040,803,3780,3940
"ENSMUSG00000068689",0,0,0,0,0,0
"ENSMUSG00000084950",16,71,84,2,12,10
"ENSMUSG00002076518",0,0,0,0,0,0
"ENSMUSG00000108049",18,54,56,8,6,6
"ENSMUSG00000108227",0,3,0,0,2,2
"ENSMUSG00000079477",4539,20413,62144,4732,23053,29040
"ENSMUSG00000108268",0,0,1,0,1,0
"ENSMUSG00000121170",0,0,9,0,0,0
"ENSMUSG00000030062",9728,49188,113728,5059,27386,37633
"ENSMUSG00000099095",0,0,0,0,0,0
"ENSMUSG00000120157",0,0,0,0,0,0
"ENSMUSG00000044927",159,1007,2447,513,1943,2309
"ENSMUSG00000030310",0,0,0,0,0,0
"ENSMUSG00000034968",2,0,36,2,2,0
"ENSMUSG00000121056",8,18,114,6,38,24
"ENSMUSG00000101397",0,0,0,0,0,0
"ENSMUSG00000121283",0,0,0,0,0,0
"ENSMUSG00000091386",0,0,0,0,0,0
"ENSMUSG00000121299",0,0,0,0,0,2
"ENSMUSG00000073018",0,0,0,0,0,0
"ENSMUSG00000121300",0,2,20,0,3,12
"ENSMUSG00000093385",0,0,0,0,0,0
"ENSMUSG00000121304",0,0,0,0,0,0
"ENSMUSG00000107718",0,0,0,0,0,0
"ENSMUSG00000121305",0,0,0,0,0,0
"ENSMUSG00000092237",0,0,0,0,0,0
"ENSMUSG00000121325",0,0,0,0,0,0
"ENSMUSG00000061843",0,0,0,0,0,0
"ENSMUSG00000121331",0,0,0,0,0,0
"ENSMUSG00000079295",0,0,0,0,0,0
"ENSMUSG00000121354",0,0,0,0,0,0
"ENSMUSG00000072721",0,0,0,0,0,0
"ENSMUSG00000121359",0,0,0,0,0,0
"ENSMUSG00000030178",0,0,0,0,0,0
"ENSMUSG00000121360",0,0,0,0,0,0
"ENSMUSG00000098015",0,0,0,0,0,0
"ENSMUSG00000121361",0,0,0,0,0,0
"ENSMUSG00000098137",0,0,0,0,0,0
"ENSMUSG00000121362",0,0,0,0,0,0
"ENSMUSG00000107582",0,0,0,0,0,0
"ENSMUSG00000121363",0,0,0,0,0,0
"ENSMUSG00000108066",0,0,0,0,0,0
"ENSMUSG00000121364",0,0,0,0,0,0
"ENSMUSG00000061969",0,0,0,0,0,0
"ENSMUSG00000121365",0,0,0,0,0,0
"ENSMUSG00000089792",0,0,0,0,0,0
"ENSMUSG00000121366",0,0,0,0,0,0
"ENSMUSG00000095412",0,0,0,0,0,0
"ENSMUSG00000121368",0,0,0,0,0,0
"ENSMUSG00000093382",0,0,0,0,0,0
"ENSMUSG00000121370",0,0,0,0,0,0
"ENSMUSG00000093666",0,0,0,0,0,0
"ENSMUSG00000121371",0,0,0,0,0,0
"ENSMUSG00000068303",0,0,0,0,0,0
"ENSMUSG00000121376",0,0,2,0,4,0
"ENSMUSG00000107708",0,0,0,0,0,0
"ENSMUSG00000121379",0,0,0,0,0,0
"ENSMUSG00000090098",16,18,91,12,38,67
"ENSMUSG00000121380",0,0,0,0,0,0
"ENSMUSG00000093504",0,0,0,0,0,0
"ENSMUSG00000121381",0,0,0,0,0,0
"ENSMUSG00000087150",0,0,0,0,0,0
"ENSMUSG00000121482",2,13,2,0,5,12
"ENSMUSG00000072653",0,0,0,0,0,0
"ENSMUSG00000121486",61,169,558,30,168,191
"ENSMUSG00000108106",0,0,0,0,0,0
"ENSMUSG00000121488",0,0,0,0,0,0
"ENSMUSG00000071204",0,0,0,0,0,0
"ENSMUSG00000121497",0,1,0,0,0,0
"ENSMUSG00000071332",0,0,0,0,0,0
"ENSMUSG00000121511",0,2,0,0,0,0
"ENSMUSG00000107818",0,0,0,0,0,0
"ENSMUSG00000095236",0,0,0,0,0,0
"ENSMUSG00000065034",0,0,0,0,0,0
"ENSMUSG00000094192",0,0,0,0,0,0
"ENSMUSG00000108058",0,0,0,0,0,0
"ENSMUSG00000054431",0,0,0,0,0,0
"ENSMUSG00002075492",0,0,0,0,0,0
"ENSMUSG00000049168",0,0,0,0,0,0
"ENSMUSG00000056197",0,0,0,0,0,0
"ENSMUSG00000107639",0,0,2,0,1,2
"ENSMUSG00000107441",0,0,0,0,0,0
"ENSMUSG00002075653",0,0,0,0,0,0
"ENSMUSG00000106974",0,0,0,0,0,0
"ENSMUSG00000107380",0,0,0,0,0,0
"ENSMUSG00000106893",0,0,0,0,0,0
"ENSMUSG00000107185",0,0,0,0,0,0
"ENSMUSG00000107233",0,0,0,0,0,0
"ENSMUSG00000119843",0,0,0,0,0,0
"ENSMUSG00000056836",162,568,1190,108,352,362
"ENSMUSG00000083216",0,0,0,0,0,0
"ENSMUSG00000119750",0,0,0,0,0,0
"ENSMUSG00000101153",10,0,14,0,0,0
"ENSMUSG00000118924",0,0,0,0,0,0
"ENSMUSG00002076710",0,0,0,0,0,0
"ENSMUSG00000119705",0,0,0,0,0,0
"ENSMUSG00000078621",0,0,0,0,0,0
"ENSMUSG00000119817",0,0,0,0,0,0
"ENSMUSG00000100650",0,4,0,0,0,0
"ENSMUSG00000118699",0,0,0,0,0,0
"ENSMUSG00000118476",0,0,0,0,0,0
"ENSMUSG00000060188",0,6,2,0,12,0
"ENSMUSG00000118878",0,0,0,0,0,0
"ENSMUSG00000108518",0,4,8,0,2,1
"ENSMUSG00000119126",0,0,0,0,0,0
"ENSMUSG00000108503",0,0,0,0,0,0
"ENSMUSG00000046182",0,14,42,0,10,2
"ENSMUSG00000119351",0,0,0,0,0,0
"ENSMUSG00000108376",0,0,0,0,0,0
"ENSMUSG00000102004",0,0,0,0,0,0
"ENSMUSG00000119496",0,0,0,0,0,0
"ENSMUSG00000119937",0,0,0,0,0,0
"ENSMUSG00000081732",0,0,0,0,0,0
"ENSMUSG00000052217",0,0,0,0,0,0
"ENSMUSG00000118792",0,0,0,0,0,0
"ENSMUSG00000085700",0,0,0,0,0,0
"ENSMUSG00000119863",0,0,0,0,0,0
"ENSMUSG00000119827",0,0,0,0,0,0
"ENSMUSG00000119465",0,0,0,0,0,0
"ENSMUSG00000100600",0,0,0,0,0,0
"ENSMUSG00000118965",0,0,0,0,0,0
"ENSMUSG00000108672",0,0,0,0,0,0
"ENSMUSG00000101643",0,0,0,0,0,0
"ENSMUSG00000119444",0,0,0,0,0,0
"ENSMUSG00000118934",0,0,0,0,0,0
"ENSMUSG00000084473",0,0,0,0,0,0
"ENSMUSG00000119625",0,0,0,0,0,0
"ENSMUSG00000052187",0,0,0,0,0,0
"ENSMUSG00000119311",0,0,0,0,0,0
"ENSMUSG00000119606",0,0,0,0,0,0
"ENSMUSG00000119080",0,0,0,0,0,0
"ENSMUSG00000118836",0,0,0,0,0,0
"ENSMUSG00000119121",0,0,0,0,0,0
"ENSMUSG00000119560",0,0,0,0,0,0
"ENSMUSG00000058200",0,0,0,0,0,0
"ENSMUSG00000119097",0,0,0,0,0,0
"ENSMUSG00000119294",0,0,0,0,0,0
"ENSMUSG00000119160",0,0,0,0,0,0
"ENSMUSG00000119387",0,0,0,0,0,0
"ENSMUSG00000119285",0,0,0,0,0,0
"ENSMUSG00000118688",0,0,0,0,0,0
"ENSMUSG00000119506",0,0,0,0,0,0
"ENSMUSG00000119816",0,0,0,0,0,0
"ENSMUSG00000119751",0,0,0,0,0,0
"ENSMUSG00000039257",8,22,24,0,6,16
"ENSMUSG00000077645",0,0,0,0,0,0
"ENSMUSG00000119878",0,0,0,0,0,0
"ENSMUSG00000099768",0,0,0,0,0,0
"ENSMUSG00000119298",0,0,0,0,0,0
"ENSMUSG00000119786",0,0,0,0,0,0
