Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
Trak2;1279;1560;2237;1784;1866;1279;1560;2237;1784;1866;1279;1560;2237
Stradb;194;177;250;166;110;194;177;250;166;110;194;177;250
C2cd6;3;0;4;3;1;3;0;4;3;1;3;0;4
Tmem237;809;754;1257;745;821;809;754;1257;745;821;809;754;1257
Mpp4;21;18;15;37;25;21;18;15;37;25;21;18;15
Als2;2246;2889;4642;3183;4083;2246;2889;4642;3183;4083;2246;2889;4642
Cdk15;7;1;7;0;8;7;1;7;0;8;7;1;7
Gm37737;1;0;4;0;1;1;0;4;0;1;1;0;4
Fzd7;3350;5202;7081;1867;4246;3350;5202;7081;1867;4246;3350;5202;7081
Gm973;43;25;34;45;17;43;25;34;45;17;43;25;34
Sumo1;6040;6242;10168;5507;5921;6040;6242;10168;5507;5921;6040;6242;10168
D430013B06Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Nop58;13589;17183;29086;16837;20044;13589;17183;29086;16837;20044;13589;17183;29086
Bmpr2;841;446;812;609;351;841;446;812;609;351;841;446;812
Gm38125;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37977;0;0;0;0;0;0;0;0;0;0;0;0;0
Fam117b;1692;937;1456;1237;1115;1692;937;1456;1237;1115;1692;937;1456
Gm37531;0;0;0;0;0;0;0;0;0;0;0;0;0
Ica1l;14;10;16;13;11;14;10;16;13;11;14;10;16
Wdr12;3733;3919;7400;3449;4313;3733;3919;7400;3449;4313;3733;3919;7400
Carf;496;266;657;644;584;496;266;657;644;584;496;266;657
Nbeal1;1056;694;1605;1218;1243;1056;694;1605;1218;1243;1056;694;1605
Cyp20a1;700;871;1509;642;745;700;871;1509;642;745;700;871;1509
6030460B20Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Abi2;1912;2221;3859;1816;2177;1912;2221;3859;1816;2177;1912;2221;3859
Raph1;2435;1709;2991;1841;2082;2435;1709;2991;1841;2082;2435;1709;2991
Gm38388;0;0;0;0;0;0;0;0;0;0;0;0;0
Cd28;0;0;0;2;0;0;0;0;2;0;0;0;0
Gm37198;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38137;0;0;2;0;0;0;0;2;0;0;0;0;2
Ctla4;7;2;8;8;19;7;2;8;8;19;7;2;8
Icos;1;2;12;0;0;1;2;12;0;0;1;2;12
Gm37039;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm36943;0;0;0;0;0;0;0;0;0;0;0;0;0
Pard3b;22;34;91;18;12;22;34;91;18;12;22;34;91
Gm37205;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38012;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38278;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38075;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38351;0;0;0;0;0;0;0;0;0;0;0;0;0
Nrp2;5429;1328;1674;5343;1913;5429;1328;1674;5343;1913;5429;1328;1674
Gm37121;0;0;0;0;0;0;0;0;0;0;0;0;0
Ino80d;1990;1318;2862;2981;3300;1990;1318;2862;2981;3300;1990;1318;2862
Ndufs1;4966;5550;9358;5876;6380;4966;5550;9358;5876;6380;4966;5550;9358
Eef1b2;30187;34051;55721;34626;44779;30187;34051;55721;34626;44779;30187;34051;55721
Gpr1;7;16;48;24;15;7;16;48;24;15;7;16;48
1700039I01Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Zdbf2;5351;5328;8669;7141;7900;5351;5328;8669;7141;7900;5351;5328;8669
Adam23;1904;1463;2311;2439;2744;1904;1463;2311;2439;2744;1904;1463;2311
FAM237A;0;0;0;0;0;0;0;0;0;0;0;0;0
Dytn;0;0;0;0;0;0;0;0;0;0;0;0;0
Mdh1b;8;10;13;4;4;8;10;13;4;4;8;10;13
Fastkd2;2303;3063;4987;2295;3046;2303;3063;4987;2295;3046;2303;3063;4987
4933402D24Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Klf7;668;835;1795;707;726;668;835;1795;707;726;668;835;1795
Creb1;2147;2595;4275;2493;2712;2147;2595;4275;2493;2712;2147;2595;4275
Mettl21a;427;365;669;456;471;427;365;669;456;471;427;365;669
Ccnyl1;759;1034;1617;1097;1280;759;1034;1617;1097;1280;759;1034;1617
Fzd5;2296;2213;2617;3661;5292;2296;2213;2617;3661;5292;2296;2213;2617
Gm38058;0;3;2;2;1;0;3;2;2;1;0;3;2
Plekhm3;312;313;472;424;472;312;313;472;424;472;312;313;472
Akr1cl;2;2;2;2;1;2;2;2;2;1;2;2;2
Cryge;2;2;0;4;1;2;2;0;4;1;2;2;0
Crygd;3;0;1;3;0;3;0;1;3;0;3;0;1
Crygc;5;7;2;1;2;5;7;2;1;2;5;7;2
Crygb;0;0;1;0;0;0;0;1;0;0;0;0;1
Cryga;1;1;0;6;5;1;1;0;6;5;1;1;0
Gm28845;6;1;5;6;5;6;1;5;6;5;6;1;5
D630023F18Rik;28;21;30;59;41;28;21;30;59;41;28;21;30
Idh1;2967;2401;3229;3781;3298;2967;2401;3229;3781;3298;2967;2401;3229
Pikfyve;2227;1767;3108;2006;2470;2227;1767;3108;2006;2470;2227;1767;3108
Pth2r;4;7;26;5;1;4;7;26;5;1;4;7;26
Crygf;1;0;0;0;0;1;0;0;0;0;1;0;0
Map2;163;207;325;118;128;163;207;325;118;128;163;207;325
Unc80;17;32;113;23;49;17;32;113;23;49;17;32;113
Gm37181;2;0;0;0;0;2;0;0;0;0;2;0;0
Rpe;1575;1355;2448;1763;1432;1575;1355;2448;1763;1432;1575;1355;2448
Kansl1l;184;143;251;170;232;184;143;251;170;232;184;143;251
Gm37570;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38387;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38162;6;0;1;2;4;6;0;1;2;4;6;0;1
6820402A03Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37285;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37755;4;0;1;1;0;4;0;1;1;0;4;0;1
Gm38218;0;0;0;1;0;0;0;0;1;0;0;0;0
Acadl;1422;1515;2360;1686;1795;1422;1515;2360;1686;1795;1422;1515;2360
Myl1;4;2;0;2;1;4;2;0;2;1;4;2;0
Lancl1;1140;957;1488;1350;1402;1140;957;1488;1350;1402;1140;957;1488
Cps1;4;11;0;2;4;4;11;0;2;4;4;11;0
Gm37957;0;0;0;0;0;0;0;0;0;0;0;0;0
Erbb4;12;14;12;6;10;12;14;12;6;10;12;14;12
Gm37100;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm19335;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37735;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37769;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37061;0;0;0;0;0;0;0;0;0;0;0;0;0
Ikzf2;48;46;71;51;21;48;46;71;51;21;48;46;71
Gm37930;0;0;0;0;0;0;0;0;0;0;0;0;0
Spag16;56;76;163;37;89;56;76;163;37;89;56;76;163
Gm38272;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37456;0;0;0;0;0;0;0;0;0;0;0;0;0
Vwc2l;0;0;0;0;0;0;0;0;0;0;0;0;0
Bard1;1901;1810;3190;2125;2347;1901;1810;3190;2125;2347;1901;1810;3190
Abca12;1;0;5;10;4;1;0;5;10;4;1;0;5
Atic;10940;15985;27506;7953;12432;10940;15985;27506;7953;12432;10940;15985;27506
Fn1;19146;19214;31465;23698;50590;19146;19214;31465;23698;50590;19146;19214;31465
Gm37217;0;0;0;0;0;0;0;0;0;0;0;0;0
Mreg;2170;1446;2106;4268;4059;2170;1446;2106;4268;4059;2170;1446;2106
Pecr;1003;863;1114;593;587;1003;863;1114;593;587;1003;863;1114
Tmem169;11;15;17;21;8;11;15;17;21;8;11;15;17
Xrcc5;6404;5688;9543;6950;7839;6404;5688;9543;6950;7839;6404;5688;9543
March4;0;0;0;0;0;0;0;0;0;0;0;0;0
Smarcal1;883;1376;2474;1289;1788;883;1376;2474;1289;1788;883;1376;2474
Ankar;0;1;0;1;1;0;1;0;1;1;0;1;0
Rpl37a;13201;14898;28294;12542;22893;13201;14898;28294;12542;22893;13201;14898;28294
Igfbp2;3142;4465;6719;1730;4013;3142;4465;6719;1730;4013;3142;4465;6719
Igfbp5;16;26;114;20;15;16;26;114;20;15;16;26;114
Tnp1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38106;0;0;0;0;0;0;0;0;0;0;0;0;0
Tns1;565;443;762;833;1930;565;443;762;833;1930;565;443;762
Rufy4;5;5;14;11;9;5;5;14;11;9;5;5;14
Cxcr2;5;2;2;7;1;5;2;2;7;1;5;2;2
Cxcr1;0;0;0;0;0;0;0;0;0;0;0;0;0
Arpc2;5667;4454;8074;7452;5562;5667;4454;8074;7452;5562;5667;4454;8074
Gpbar1;4;2;4;1;3;4;2;4;1;3;4;2;4
Aamp;4957;5044;8568;4719;7188;4957;5044;8568;4719;7188;4957;5044;8568
Pnkd;1088;949;1462;2121;1689;1088;949;1462;2121;1689;1088;949;1462
Gm37503;0;0;0;1;0;0;0;0;1;0;0;0;0
Tmbim1;1160;499;791;2259;1292;1160;499;791;2259;1292;1160;499;791
Gm37931;0;0;0;0;0;0;0;0;0;0;0;0;0
Catip;375;20;45;638;188;375;20;45;638;188;375;20;45
Slc11a1;605;95;137;676;189;605;95;137;676;189;605;95;137
Ctdsp1;1088;1333;2334;1157;1378;1088;1333;2334;1157;1378;1088;1333;2334
Vil1;103;116;302;132;108;103;116;302;132;108;103;116;302
Usp37;2429;3548;5536;2930;4519;2429;3548;5536;2930;4519;2429;3548;5536
Gm37733;0;0;0;0;0;0;0;0;0;0;0;0;0
Cnot9;4891;6511;10687;4832;6912;4891;6511;10687;4832;6912;4891;6511;10687
Plcd4;8;10;56;151;108;8;10;56;151;108;8;10;56
Zfp142;964;1788;3210;1149;2284;964;1788;3210;1149;2284;964;1788;3210
Bcs1l;689;655;1113;544;741;689;655;1113;544;741;689;655;1113
Rnf25;711;1184;2057;982;1613;711;1184;2057;982;1613;711;1184;2057
Stk36;101;146;263;218;461;101;146;263;218;461;101;146;263
Ttll4;3942;4884;8927;3409;5028;3942;4884;8927;3409;5028;3942;4884;8927
Cyp27a1;56;45;76;70;34;56;45;76;70;34;56;45;76
Prkag3;3;1;1;1;0;3;1;1;1;0;3;1;1
Wnt6;10;3;21;46;48;10;3;21;46;48;10;3;21
Wnt10a;4;1;1;16;8;4;1;1;16;8;4;1;1
Cdk5r2;138;148;180;52;122;138;148;180;52;122;138;148;180
Fev;0;0;0;3;1;0;0;0;3;1;0;0;0
Cryba2;0;0;0;0;0;0;0;0;0;0;0;0;0
Cfap65;9;5;4;18;20;9;5;4;18;20;9;5;4
Ihh;0;7;8;2;13;0;7;8;2;13;0;7;8
Gm37744;0;0;0;0;0;0;0;0;0;0;0;0;0
Nhej1;166;253;444;310;311;166;253;444;310;311;166;253;444
Slc23a3;1;2;4;0;0;1;2;4;0;0;1;2;4
Cnppd1;433;683;1075;405;411;433;683;1075;405;411;433;683;1075
Retreg2;592;932;1605;589;790;592;932;1605;589;790;592;932;1605
Zfand2b;292;304;433;281;401;292;304;433;281;401;292;304;433
Abcb6;777;1009;1582;946;1509;777;1009;1582;946;1509;777;1009;1582
Atg9a;587;870;1226;421;837;587;870;1226;421;837;587;870;1226
Ankzf1;1011;861;1256;836;971;1011;861;1256;836;971;1011;861;1256
Glb1l;75;133;259;130;156;75;133;259;130;156;75;133;259
Stk16;911;1350;2514;999;1667;911;1350;2514;999;1667;911;1350;2514
Tuba4a;8548;9217;15242;6135;9894;8548;9217;15242;6135;9894;8548;9217;15242
A630095N17Rik;15;8;5;24;25;15;8;5;24;25;15;8;5
Dnajb2;309;296;466;405;403;309;296;466;405;403;309;296;466
Ptprn;476;430;1195;1074;967;476;430;1195;1074;967;476;430;1195
Resp18;2;3;8;1;7;2;3;8;1;7;2;3;8
Dnpep;1475;1710;2675;1228;1918;1475;1710;2675;1228;1918;1475;1710;2675
Des;460;241;388;785;366;460;241;388;785;366;460;241;388
Speg;139;265;601;156;222;139;265;601;156;222;139;265;601
Gmppa;730;902;1479;780;1133;730;902;1479;780;1133;730;902;1479
Asic4;2;4;5;5;4;2;4;5;5;4;2;4;5
Gm37264;0;0;0;0;0;0;0;0;0;0;0;0;0
Chpf;321;562;1004;383;867;321;562;1004;383;867;321;562;1004
Obsl1;818;408;918;1223;1174;818;408;918;1223;1174;818;408;918
Tmem198;24;18;43;43;48;24;18;43;43;48;24;18;43
Inha;44;14;26;87;84;44;14;26;87;84;44;14;26
Stk11ip;1121;1682;2745;1835;2895;1121;1682;2745;1835;2895;1121;1682;2745
Slc4a3;180;418;767;294;720;180;418;767;294;720;180;418;767
Gm38265;0;0;0;0;0;0;0;0;0;0;0;0;0
Epha4;1014;1235;1332;1714;2713;1014;1235;1332;1714;2713;1014;1235;1332
Pax3;0;0;0;0;0;0;0;0;0;0;0;0;0
Sgpp2;8;3;11;24;18;8;3;11;24;18;8;3;11
Gm37884;0;0;0;0;0;0;0;0;0;0;0;0;0
Farsb;7816;6380;9947;6590;7117;7816;6380;9947;6590;7117;7816;6380;9947
4833412K13Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
BC035947;3;17;33;2;29;3;17;33;2;29;3;17;33
Mogat1;3;12;26;9;3;3;12;26;9;3;3;12;26
Acsl3;2842;2907;3917;1739;1587;2842;2907;3917;1739;1587;2842;2907;3917
Utp14b;19;27;37;18;13;19;27;37;18;13;19;27;37
Kcne4;1;0;0;0;0;1;0;0;0;0;1;0;0
Scg2;4;0;3;0;3;4;0;3;0;3;4;0;3
Ap1s3;608;607;1305;598;467;608;607;1305;598;467;608;607;1305
Gm37886;0;0;0;0;0;0;0;0;0;0;0;0;0
Wdfy1;1542;1457;2383;1488;2036;1542;1457;2383;1488;2036;1542;1457;2383
Gm10555;0;0;0;0;0;0;0;0;0;0;0;0;0
Mrpl44;1209;1602;2563;1175;1694;1209;1602;2563;1175;1694;1209;1602;2563
Serpine2;541;771;1637;2476;1769;541;771;1637;2476;1769;541;771;1637
Gm38339;0;0;0;0;0;0;0;0;0;0;0;0;0
Fam124b;4;3;0;1;1;4;3;0;1;1;4;3;0
Gm37932;0;0;2;1;0;0;0;2;1;0;0;0;2
Cul3;5569;6171;10191;5518;5992;5569;6171;10191;5518;5992;5569;6171;10191
Gm37902;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37262;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm45261;0;0;0;0;0;0;0;0;0;0;0;0;0
Dock10;11;24;45;79;225;11;24;45;79;225;11;24;45
Gm37645;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38062;0;0;0;0;0;0;0;0;0;0;0;0;0
A630081D01Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Nyap2;3;1;13;1;4;3;1;13;1;4;3;1;13
Gm37210;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37114;0;0;0;0;0;0;0;0;0;0;0;0;0
Irs1;11;45;76;29;22;11;45;76;29;22;11;45;76
Gm9747;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhbdd1;427;307;435;303;344;427;307;435;303;344;427;307;435
Gm19552;0;0;0;0;0;0;0;0;0;0;0;0;0
Col4a4;0;2;2;0;0;0;2;2;0;0;0;2;2
Col4a3;2;0;0;4;3;2;0;0;4;3;2;0;0
Mff;2074;1958;3423;1893;1806;2074;1958;3423;1893;1806;2074;1958;3423
Tm4sf20;0;0;0;0;0;0;0;0;0;0;0;0;0
AC138214.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm36999;0;0;0;0;0;0;0;0;0;0;0;0;0
Agfg1;4393;3224;5648;3813;3949;4393;3224;5648;3813;3949;4393;3224;5648
A030005L19Rik;0;0;2;2;6;0;0;2;2;6;0;0;2
A030014E15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm6217;0;0;0;0;0;0;0;0;0;0;0;0;0
A030003K21Rik;0;0;0;1;0;0;0;0;1;0;0;0;0
Gm7544;0;0;0;0;0;0;0;0;0;0;0;0;0
AC125444.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC161180.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Slc19a3;29;24;39;17;25;29;24;39;17;25;29;24;39
Krtap28-10;0;0;0;0;0;0;0;0;0;0;0;0;0
AC161180.2;0;0;0;0;0;0;0;0;0;0;0;0;0
A030005K14Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Krtap28-13;0;0;0;0;0;0;0;0;0;0;0;0;0
Ccl20;1;5;5;1;5;1;5;5;1;5;1;5;5
Daw1;1;0;2;1;0;1;0;2;1;0;1;0;2
Sphkap;12;8;9;0;0;12;8;9;0;0;12;8;9
Gm37517;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37989;0;0;0;0;0;0;0;0;0;0;0;0;0
Pid1;159;130;498;525;396;159;130;498;525;396;159;130;498
Gm37058;0;0;0;0;0;0;0;0;0;0;0;0;0
Dner;31;17;21;42;3;31;17;21;42;3;31;17;21
Gm37959;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37925;0;0;0;0;0;0;0;0;0;0;0;0;0
Trip12;28747;22481;35491;39071;35536;28747;22481;35491;39071;35536;28747;22481;35491
Gm38374;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37738;0;0;0;0;0;0;0;0;0;0;0;0;0
Fbxo36;104;69;84;172;132;104;69;84;172;132;104;69;84
Slc16a14;66;133;194;73;75;66;133;194;73;75;66;133;194
C130026I21Rik;35;21;81;47;66;35;21;81;47;66;35;21;81
A530032D15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10553;0;0;0;0;0;0;0;0;0;0;0;0;0
G530012D18Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp110;5;12;29;19;13;5;12;29;19;13;5;12;29
Sp140;9;10;18;26;13;9;10;18;26;13;9;10;18
Sp100;4;4;16;7;0;4;4;16;7;0;4;4;16
A630001G21Rik;37;19;35;39;11;37;19;35;39;11;37;19;35
Cab39;3173;3263;5356;3446;3109;3173;3263;5356;3446;3109;3173;3263;5356
Itm2c;667;975;1784;777;1288;667;975;1784;777;1288;667;975;1784
4933407L21Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gpr55;2;2;6;0;2;2;2;6;0;2;2;2;6
Spata3;1;0;1;0;0;1;0;1;0;0;1;0;1
2810459M11Rik;26;63;136;47;40;26;63;136;47;40;26;63;136
Psmd1;12731;12105;19611;10952;11746;12731;12105;19611;10952;11746;12731;12105;19611
Htr2b;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37914;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm21972;414;427;842;331;532;414;427;842;331;532;414;427;842
Armc9;311;538;1110;416;627;311;538;1110;416;627;311;538;1110
B3gnt7;1966;1979;5693;1875;4120;1966;1979;5693;1875;4120;1966;1979;5693
Ncl;116399;137474;230752;113914;134420;116399;137474;230752;113914;134420;116399;137474;230752
Nmur1;1;2;4;11;6;1;2;4;11;6;1;2;4
Tex44;2;0;2;6;2;2;0;2;6;2;2;0;2
Ptma;133142;154886;245628;114114;134103;133142;154886;245628;114114;134103;133142;154886;245628
Pde6d;429;398;495;472;457;429;398;495;472;457;429;398;495
Gm37152;0;0;0;0;0;0;0;0;0;0;0;0;0
Cops7b;1229;1590;2605;1172;1681;1229;1590;2605;1172;1681;1229;1590;2605
Gm37022;0;0;0;0;0;0;0;0;0;0;0;0;0
Nppc;0;0;2;0;3;0;0;2;0;3;0;0;2
Dis3l2;418;564;966;438;572;418;564;966;438;572;418;564;966
Gm37485;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38142;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38010;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37541;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38021;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37967;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37017;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37447;0;0;0;0;0;0;0;0;0;0;0;0;0
Alppl2;2;0;0;0;0;2;0;0;0;0;2;0;0
Alpi;0;0;0;0;0;0;0;0;0;0;0;0;0
Akp3;0;0;0;0;0;0;0;0;0;0;0;0;0
Ecel1;8;13;54;7;33;8;13;54;7;33;8;13;54
Prss56;3;14;12;22;22;3;14;12;22;22;3;14;12
Chrnd;9;13;27;19;16;9;13;27;19;16;9;13;27
Chrng;1;0;8;2;3;1;0;8;2;3;1;0;8
Eif4e2;3538;4271;7031;3754;4908;3538;4271;7031;3754;4908;3538;4271;7031
Efhd1;34;40;62;24;36;34;40;62;24;36;34;40;62
Gigyf2;4341;3470;6269;4895;5079;4341;3470;6269;4895;5079;4341;3470;6269
Kcnj13;0;0;0;0;0;0;0;0;0;0;0;0;0
3110079O15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Ngef;41;25;45;28;16;41;25;45;28;16;41;25;45
Neu2;0;0;0;2;0;0;0;0;2;0;0;0;0
Inpp5d;1795;578;1224;4393;2543;1795;578;1224;4393;2543;1795;578;1224
Atg16l1;1629;2190;3972;2029;2726;1629;2190;3972;2029;2726;1629;2190;3972
Sag;4;5;20;10;17;4;5;20;10;17;4;5;20
Dgkd;3442;3824;5788;3461;3730;3442;3824;5788;3461;3730;3442;3824;5788
4833421G17Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38365;0;0;0;0;0;0;0;0;0;0;0;0;0
Usp40;485;732;1378;500;638;485;732;1378;500;638;485;732;1378
Ugt1a10;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a9;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a8;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a7c;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a6b;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a6a;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ugt1a2;0;0;0;0;0;0;0;0;0;0;0;0;0
Dnajb3;13;7;15;15;6;13;7;15;15;6;13;7;15
Ugt1a1;0;1;0;0;0;0;1;0;0;0;0;1;0
Mroh2a;0;0;0;0;1;0;0;0;0;1;0;0;0
Hjurp;6910;10529;17023;7565;12005;6910;10529;17023;7565;12005;6910;10529;17023
Trpm8;0;0;0;0;0;0;0;0;0;0;0;0;0
Spp2;0;0;0;0;0;0;0;0;0;0;0;0;0
Glrp1;6;0;2;0;0;6;0;2;0;0;6;0;2
Gm38130;0;0;2;0;0;0;0;2;0;0;0;0;2
Arl4c;482;790;1712;411;639;482;790;1712;411;639;482;790;1712
Sh3bp4;2562;2458;3891;2337;2578;2562;2458;3891;2337;2578;2562;2458;3891
Gm38312;0;0;0;0;0;0;0;0;0;0;0;0;0
Agap1;892;1038;2122;1191;1650;892;1038;2122;1191;1650;892;1038;2122
Gm37297;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37521;0;0;0;0;0;0;0;0;0;0;0;0;0
Gbx2;1009;587;459;488;249;1009;587;459;488;249;1009;587;459
Asb18;3;0;0;0;0;3;0;0;0;0;3;0;0
Iqca;0;0;2;1;0;0;0;2;1;0;0;0;2
Ackr3;101;36;58;98;33;101;36;58;98;33;101;36;58
Gm38277;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm35048;0;0;0;1;5;0;0;0;1;5;0;0;0
Cops8;2738;3502;6400;2510;3646;2738;3502;6400;2510;3646;2738;3502;6400
Col6a3;0;6;3;8;2;0;6;3;8;2;0;6;3
Gm36970;0;0;0;0;0;0;0;0;0;0;0;0;0
4930474B08Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Mlph;16;13;29;12;4;16;13;29;12;4;16;13;29
Prlh;0;0;0;0;0;0;0;0;0;0;0;0;0
Rab17;45;65;137;94;106;45;65;137;94;106;45;65;137
Lrrfip1;1631;1777;3409;2393;2895;1631;1777;3409;2393;2895;1631;1777;3409
Rbm44;330;251;138;208;116;330;251;138;208;116;330;251;138
Ramp1;0;0;1;0;0;0;0;1;0;0;0;0;1
Ube2f;1616;1851;3142;1417;1564;1616;1851;3142;1417;1564;1616;1851;3142
Scly;282;542;901;315;432;282;542;901;315;432;282;542;901
Espnl;2;1;5;6;3;2;1;5;6;3;2;1;5
Klhl30;0;2;5;9;4;0;2;5;9;4;0;2;5
Erfe;167;149;223;51;67;167;149;223;51;67;167;149;223
Ilkap;1800;2546;4313;1756;2415;1800;2546;4313;1756;2415;1800;2546;4313
Hes6;660;993;2282;473;999;660;993;2282;473;999;660;993;2282
Per2;33;170;208;46;198;33;170;208;46;198;33;170;208
Traf3ip1;746;1169;2011;809;1340;746;1169;2011;809;1340;746;1169;2011
Asb1;534;675;1440;969;1211;534;675;1440;969;1211;534;675;1440
Twist2;1;1;2;1;0;1;1;2;1;0;1;1;2
Gm37600;0;0;0;0;0;0;0;0;0;0;0;0;0
Hdac4;1132;1384;2128;1074;1736;1132;1384;2128;1074;1736;1132;1384;2128
Gm37048;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm37036;0;0;0;0;0;0;0;0;0;0;0;0;0
Ndufa10;3137;3739;6648;3353;4497;3137;3739;6648;3353;4497;3137;3739;6648
Olfr1416;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1415;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1414;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1413;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1412;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1411;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1410;0;0;0;1;1;0;0;0;1;1;0;0;0
Olfr12;0;0;0;4;0;0;0;0;4;0;0;0;0
Cops9;583;703;1304;578;825;583;703;1304;578;825;583;703;1304
Otos;0;2;3;2;2;0;2;3;2;2;0;2;3
Gpc1;657;1186;1940;417;621;657;1186;1940;417;621;657;1186;1940
Ankmy1;14;1;5;22;9;14;1;5;22;9;14;1;5
Dusp28;80;107;156;88;103;80;107;156;88;103;80;107;156
Rnpepl1;374;594;1053;545;596;374;594;1053;545;596;374;594;1053
Capn10;748;1078;1729;732;934;748;1078;1729;732;934;748;1078;1729
Gpr35;15;24;40;13;14;15;24;40;13;14;15;24;40
Aqp12;0;0;0;0;0;0;0;0;0;0;0;0;0
Kif1a;185;943;3061;54;549;185;943;3061;54;549;185;943;3061
Agxt;0;0;0;0;0;0;0;0;0;0;0;0;0
2310007B03Rik;0;5;0;0;0;0;5;0;0;0;0;5;0
Crocc2;6;15;17;5;7;6;15;17;5;7;6;15;17
Sned1;13;49;89;4;21;13;49;89;4;21;13;49;89
Mterf4;623;799;1332;697;741;623;799;1332;697;741;623;799;1332
Pask;2078;2411;3504;1919;2829;2078;2411;3504;1919;2829;2078;2411;3504
Ppp1r7;2546;3338;5659;2861;4003;2546;3338;5659;2861;4003;2546;3338;5659
Ano7;36;43;89;56;61;36;43;89;56;61;36;43;89
Hdlbp;15643;18774;33030;15674;23836;15643;18774;33030;15674;23836;15643;18774;33030
Sept2;8656;8148;13851;10547;9735;8656;8148;13851;10547;9735;8656;8148;13851
Farp2;355;308;539;271;307;355;308;539;271;307;355;308;539
Gm37250;0;0;0;0;0;0;0;0;0;0;0;0;0
